"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2019-05-04,1,2019-05-11,0.827473520687475,0.01,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,0.896642036969081,0.025,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,0.955764980458496,0.05,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.00405029842352,0.1,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.0347082599198,0.15,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.06998758126663,0.2,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.11261222365136,0.25,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.12562613551655,0.3,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.15197009336934,0.35,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.17920481546723,0.4,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.21222312767806,0.45,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.2389123345031,0.5,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.25008970976002,0.55,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.27286802993406,0.6,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.3049441504552,0.65,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.31769872058342,0.7,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.35254278176926,0.75,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.37231155784646,0.8,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.40524158391626,0.85,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.44662930664158,0.9,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.53289578935595,0.95,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.62136389496554,0.975,"ili perc","quantile"
"HHS Region 1",2019-05-04,1,2019-05-11,1.6446789610508,0.99,"ili perc","quantile"
