"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.01,1.17235533851991
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.025,1.17992727216023
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.05,1.39322056008531
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.1,1.6351513728743
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.15,1.68928608715071
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.2,1.73057488609104
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.25,1.75160081369329
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.3,1.821087501924
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.35,1.85660431820304
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.4,1.87925106404639
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.45,1.9088270043804
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.5,1.92341390344126
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.55,1.94691160761423
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.6,1.96708290613604
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.65,1.99588668726763
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.7,2.044755059436
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.75,2.07490530658474
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.8,2.11846672704756
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.85,2.19559219246655
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.9,2.25662548051066
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.95,2.46858223730686
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.975,2.65067415482672
"HHS Region 1","ili perc",1,2018-03-24,"quantile",0.99,2.77480982039092
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.01,0.913144504672488
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.025,0.930798919054858
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.05,0.991917026600747
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.1,1.11590932141875
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.15,1.2287803986752
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.2,1.27912963259699
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.25,1.36338493158787
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.3,1.39420413564467
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.35,1.53430037204871
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.4,1.57247314145106
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.45,1.61380002351724
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.5,1.66030431419842
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.55,1.67308694281132
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.6,1.69103693093486
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.65,1.70780510308686
"HHS Region 1","ili perc",2,2018-03-31,"quantile",0.7,1.72847269341082
