"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2018-04-07,1,2018-04-14,0.939070938525356,0.01,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.05886686664361,0.025,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.13878410831482,0.05,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.34554381916805,0.1,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.42084792030821,0.15,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.45104915189183,0.2,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.46970803465603,0.25,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.5008783006176,0.3,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.53562970480939,0.35,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.56535581048044,0.4,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.6173904281317,0.45,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.66099695313125,0.5,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.67836084698697,0.55,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.70005443962841,0.6,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.71384176338661,0.65,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.72670472851492,0.7,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.79241196983571,0.75,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.81082762430763,0.8,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.8548861058349,0.85,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,1.8952586826976,0.9,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,2.0844201475576,0.95,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,2.12759068466054,0.975,"ili perc","quantile"
"HHS Region 1",2018-04-07,1,2018-04-14,3.45618950784826,0.99,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,0.449747130310669,0.01,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,0.694441350889075,0.025,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,0.807509133852753,0.05,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,0.951329491490231,0.1,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.01579788474597,0.15,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.1115451689923,0.2,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.123865126694,0.25,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.13425278713445,0.3,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.1548155256768,0.35,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.18471571644207,0.4,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.25639857074167,0.45,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.2947300590854,0.5,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.31352750138025,0.55,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.34587762698348,0.6,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.37878099448224,0.65,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.41429546419143,0.7,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.50008753827803,0.75,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.59041101047277,0.8,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.60872365387696,0.85,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,1.74557968015567,0.9,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,2.0995266301386,0.95,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,2.31083367310208,0.975,"ili perc","quantile"
"HHS Region 1",2018-04-07,2,2018-04-21,2.75316362854423,0.99,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.292504551763165,0.01,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.36786421993862,0.025,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.543565769213629,0.05,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.657366530020757,0.1,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.727500624357939,0.15,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.842100191045984,0.2,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.888359004416949,0.25,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.932343511990744,0.3,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.953105775656411,0.35,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,0.996474800855155,0.4,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.04484318291043,0.45,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.07213089850921,0.5,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.14147397712797,0.55,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.16919938992039,0.6,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.2190740384706,0.65,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.27659911347469,0.7,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.31347813266387,0.75,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.37955512748644,0.8,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.47806815943932,0.85,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.63167456608536,0.9,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,1.78539806359068,0.95,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,2.0875024963775,0.975,"ili perc","quantile"
"HHS Region 1",2018-04-07,3,2018-04-28,2.45289922566766,0.99,"ili perc","quantile"
"HHS Region 1",2018-04-07,4,2018-05-05,0.177265244501195,0.01,"ili perc","quantile"
"HHS Region 1",2018-04-07,4,2018-05-05,0.251647081741928,0.025,"ili perc","quantile"
"HHS Region 1",2018-04-07,4,2018-05-05,0.380019893819,0.05,"ili perc","quantile"
"HHS Region 1",2018-04-07,4,2018-05-05,0.515519427030193,0.1,"ili perc","quantile"
"HHS Region 1",2018-04-07,4,2018-05-05,0.605030275487686,0.15,"ili perc","quantile"
"HHS Region 1",2018-04-07,4,2018-05-05,0.654311705525637,0.2,"ili perc","quantile"
