"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.01,1.04335300726402
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.025,1.16803661616198
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.05,1.29750011127458
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.1,1.40767123792451
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.15,1.473155247692
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.2,1.49253354457725
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.25,1.53404947244184
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.3,1.57448419235058
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.35,1.61100035517402
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.4,1.64068322044003
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.45,1.67250808845641
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.5,1.68700322902018
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.55,1.72202582485247
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.6,1.7309516809128
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.65,1.74739462176354
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.7,1.77523590316945
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.75,1.79413246425346
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.8,1.81462954685989
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.85,1.84317720257708
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.9,1.94635478976207
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.95,2.03866948377022
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.975,2.09194891285485
"HHS Region 1","ili perc",1,2019-11-30,"quantile",0.99,2.12926623028761
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.01,0.997419428946778
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.025,1.07238185539257
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.05,1.30647794534994
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.1,1.50316097779804
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.15,1.59583455759026
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.2,1.67664863762489
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.25,1.70510786016902
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.3,1.76835982216543
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.35,1.7985295217289
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.4,1.84407527167129
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.45,1.90266488804325
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.5,1.93938998174935
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.55,1.95742418855978
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.6,1.98883832015781
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.65,2.04322629033279
"HHS Region 1","ili perc",2,2019-12-07,"quantile",0.7,2.08866977894014
