"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.01,2.41588599210557
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.025,2.43671013819651
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.05,2.49699112488405
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.1,2.73844632253848
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.15,2.77248977523051
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.2,2.7964265543337
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.25,2.86126945754887
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.3,2.94948657869949
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.35,2.97104012103874
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.4,3.01562445909919
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.45,3.03114609173409
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.5,3.08545079162818
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.55,3.1029585260019
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.6,3.14927767131816
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.65,3.17301402335893
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.7,3.21717404189151
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.75,3.2485331407257
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.8,3.32925251434454
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.85,3.37763694183547
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.9,3.46258752828154
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.95,3.64780584244221
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.975,3.78116801415964
"HHS Region 1","ili perc",1,2019-12-28,"quantile",0.99,3.94035074679562
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.01,2.64285125082327
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.025,2.68375159215168
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.05,2.76536103795139
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.1,3.10671688930252
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.15,3.19436949721699
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.2,3.25443942698448
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.25,3.276599327568
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.3,3.35139169522071
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.35,3.40569363417943
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.4,3.47608242018006
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.45,3.55442136937511
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.5,3.62590731480013
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.55,3.6813785714267
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.6,3.71665691739634
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.65,3.78750191805516
"HHS Region 1","ili perc",2,2020-01-04,"quantile",0.7,3.85848498827409
