"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.01,1.16021818483767
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.025,1.24985150218599
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.05,1.39711682133466
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.1,1.4564278362613
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.15,1.52189986974134
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.2,1.59599805693247
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.25,1.62169212933416
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.3,1.6403811379917
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.35,1.66468685504953
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.4,1.71047120815718
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.45,1.73939662726909
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.5,1.76753699074478
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.55,1.79120114843991
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.6,1.79849914751758
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.65,1.84366725840549
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.7,1.86845264916198
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.75,1.88858765520656
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.8,1.99290441651517
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.85,2.05185737206792
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.9,2.10467543801369
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.95,2.25389616823474
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.975,2.41086045080695
"HHS Region 1","ili perc",1,2018-03-31,"quantile",0.99,2.7395174092963
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.01,0.7977072043818
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.025,0.822172487105637
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.05,0.956017390077514
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.1,1.03975665068828
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.15,1.10677313577305
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.2,1.15628819858434
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.25,1.25322428433922
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.3,1.3053922271522
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.35,1.34764351673639
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.4,1.37462559494401
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.45,1.42506387768474
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.5,1.4723071543461
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.55,1.51177760937124
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.6,1.5450407745283
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.65,1.58905470111487
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.7,1.62942583987168
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.75,1.70213806647996
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.8,1.7777786716701
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.85,1.89929710934889
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.9,1.94945609382079
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.95,2.10389301659632
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.975,2.14874384598637
"HHS Region 1","ili perc",2,2018-04-07,"quantile",0.99,2.21707799005741
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.01,0.519797280855974
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.025,0.561255111054056
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.05,0.65536937979782
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.1,0.747252432308379
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.15,0.78566395407646
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.2,0.861709212727322
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.25,0.941341310212385
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.3,0.9666426970409
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.35,1.01636912215285
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.4,1.12660365105322
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.45,1.16034808321757
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.5,1.21039254908252
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.55,1.26749384543782
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.6,1.32136726809786
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.65,1.36599864319663
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.7,1.39758364842996
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.75,1.48591919888667
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.8,1.56056211538508
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.85,1.63960507684944
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.9,1.67161563905473
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.95,1.77044358580508
"HHS Region 1","ili perc",3,2018-04-14,"quantile",0.975,1.83063229506688
