"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.01,3.31604388558086
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.025,3.52027408891323
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.05,3.59947675413045
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.1,3.70889083757923
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.15,3.7490991098505
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.2,3.81126637472509
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.25,3.88714819659628
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.3,3.9175299228558
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.35,3.95450601571651
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.4,3.97691544267077
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.45,4.00630129031821
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.5,4.06333431877644
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.55,4.11473905151623
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.6,4.13428390730899
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.65,4.17127568011948
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.7,4.21158023860305
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.75,4.26457090239123
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.8,4.32397653868552
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.85,4.44036664805119
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.9,4.58367872395118
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.95,4.74874099627616
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.975,4.83848842782079
"HHS Region 1","ili perc",1,2020-03-07,"quantile",0.99,5.46514186221702
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.01,2.75671442825142
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.025,2.7908790170819
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.05,2.91445915799557
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.1,3.17100991327474
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.15,3.28422442647162
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.2,3.42856081037674
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.25,3.46954433246045
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.3,3.49808556708309
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.35,3.57029340530629
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.4,3.59149142183725
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.45,3.65028621309657
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.5,3.70418847478722
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.55,3.78022825748046
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.6,3.8608954846785
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.65,3.9240479595196
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.7,4.04444420471201
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.75,4.11302306199547
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.8,4.15727957122915
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.85,4.34308572594498
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.9,4.52263491254658
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.95,4.83771148169781
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.975,5.13622508775982
"HHS Region 1","ili perc",2,2020-03-14,"quantile",0.99,5.33845495198954
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.01,2.31546703706228
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.025,2.35876466880812
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.05,2.53379055441938
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.1,2.73850011522545
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.15,2.87716834619893
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.2,2.92178673430808
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.25,3.00586220223466
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.3,3.04634228721863
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.35,3.18791812443219
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.4,3.24962216642648
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.45,3.27422617785843
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.5,3.33495771717429
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.55,3.45047903596852
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.6,3.50248491876352
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.65,3.61840518020442
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.7,3.68845469809914
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.75,3.77269237096617
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.8,4.00888908209716
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.85,4.2112174758494
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.9,4.32375787009322
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.95,4.72557864516554
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.975,4.98060030483572
"HHS Region 1","ili perc",3,2020-03-21,"quantile",0.99,5.67231023194947
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.01,1.59055438412543
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.025,1.78224691816163
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.05,1.8944775219785
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.1,2.27132543239878
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.15,2.43351553495681
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.2,2.56785865172489
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.25,2.64062716092153
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.3,2.69746875170661
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.35,2.81017046879102
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.4,2.86001231265762
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.45,2.94928135972597
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.5,3.01371790515733
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.55,3.09277157188145
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.6,3.16044482012798
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.65,3.21728089506993
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.7,3.25589908246059
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.75,3.37661724923151
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.8,3.51747462016194
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.85,3.78770056743086
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.9,4.02092804227001
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.95,4.19494251102521
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.975,4.99584468812422
"HHS Region 1","ili perc",4,2020-03-28,"quantile",0.99,5.2615435581368
"HHS Region 10","ili perc",1,2020-03-07,"quantile",0.01,1.98411937533414
