"location","target","horizon","target_end_date","output_type","output_type_id","value"
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.01,0.845631111114426
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.025,0.886624272204533
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.05,0.990907798600418
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.1,1.05412147522249
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.15,1.09032620879871
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.2,1.13378583114488
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.25,1.16705892087401
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.3,1.17469190769614
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.35,1.18331043105642
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.4,1.21026871269953
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.45,1.23154509909638
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.5,1.25111392530375
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.55,1.27521087178663
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.6,1.2895146307384
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.65,1.32685455060525
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.7,1.37680100709807
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.75,1.4304277498123
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.8,1.48451453524329
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.85,1.53005373502585
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.9,1.6413728551997
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.95,1.75662827334682
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.975,1.99079952075799
"HHS Region 1","ili perc",1,2018-11-10,"quantile",0.99,2.36787766431443
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.01,0.759535933867172
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.025,0.80667958233117
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.05,0.837369562181526
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.1,0.941316733361371
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.15,1.02224551135054
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.2,1.05282168220827
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.25,1.08664877321885
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.3,1.15567169493053
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.35,1.17637942109332
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.4,1.23586902600297
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.45,1.2790554655675
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.5,1.30770108420073
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.55,1.34148891136639
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.6,1.38039964933603
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.65,1.40725031059379
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.7,1.45210213202032
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.75,1.49192343890309
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.8,1.58687966732134
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.85,1.66589960708987
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.9,1.78530696215258
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.95,2.03828597471533
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.975,2.55064354955262
"HHS Region 1","ili perc",2,2018-11-17,"quantile",0.99,3.08679601513211
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.01,0.524209973643182
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.025,0.611197607443432
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.05,0.661218410857794
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.1,0.838453529843464
"HHS Region 1","ili perc",3,2018-11-24,"quantile",0.15,0.904310372381699
