"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 1",2019-03-16,1,2019-03-23,1.93624397032478,0.01,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.0048703414061,0.025,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.35077762930127,0.05,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.47304660804264,0.1,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.50725778566354,0.15,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.58852482270091,0.2,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.66447735413105,0.25,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.69885288942098,0.3,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.74845169003361,0.35,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.78433112213625,0.4,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.82602381853667,0.45,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.88181632409875,0.5,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.90771580535368,0.55,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.9235603676464,0.6,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,2.9517479458529,0.65,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,3.00592174038873,0.7,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,3.05418557798903,0.75,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,3.11930025203756,0.8,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,3.23762783379343,0.85,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,3.28838512276636,0.9,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,3.46822389228511,0.95,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,3.63083988229862,0.975,"ili perc","quantile"
"HHS Region 1",2019-03-16,1,2019-03-23,4.1746442105383,0.99,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,1.99852164345769,0.01,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.09595536893929,0.025,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.273562479898,0.05,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.43918287407397,0.1,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.51143078961977,0.15,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.645497789122,0.2,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.68627309874637,0.25,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.74652793772027,0.3,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.78647798148581,0.35,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.85340777638947,0.4,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.89511944436644,0.45,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,2.93035960237017,0.5,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,3.01036813253023,0.55,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,3.04328346773729,0.6,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,3.12420974979508,0.65,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,3.18392582225041,0.7,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,3.3391043701198,0.75,"ili perc","quantile"
"HHS Region 1",2019-03-16,2,2019-03-30,3.38181336945378,0.8,"ili perc","quantile"
