"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.01,0.1
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.025,0.13713523750096
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.05,0.210830556888742
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.1,0.324558853574868
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.15,0.418874046561292
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.2,0.502228118970867
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.25,0.577634411601517
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.3,0.650477831874177
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.35,0.722327109573767
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.4,0.794369081664411
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.45,0.869723942936429
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.5,0.948867995507564
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.55,1.03273350300366
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.6,1.1218410762235
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.65,1.21559345025786
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.7,1.31307747269677
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.75,1.41471422392385
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.8,1.52334228482364
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.85,1.64492858538855
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.9,1.79011083880973
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.95,2.00281075948032
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.975,2.22069523069988
2017-04-01,"HHS Region 1","ili perc",1,2017-04-08,"quantile",0.99,6.5289487049705
2017-04-01,"HHS Region 10","ili perc",1,2017-04-08,"quantile",0.01,0.1
2017-04-01,"HHS Region 10","ili perc",1,2017-04-08,"quantile",0.025,0.160437612206279
